Key,English,French
PX_BLASTRESISTANCEVEST_RESEARCHDEF_UNLOCK,The unusual organic molecular structure of the hatching sentinel's skin has some promising applications in blast resistance technology.,La structure moléculaire organique inhabituelle de la peau de la sentinelle couveuse a des applications prometteuses en matière de résistance aux explosions.
PX_GRENADELAUNCHER_RESEARCHDEF_BENEFITS,Goliath GL-2 Grenade Launcher is available for production,Le lance-grenades Goliath Gl-2 est disponible à la production
PX_GRENADELAUNCHER_RESEARCHDEF_COMPLETE,"The Goliath GL-2, based on old Vanadium designs, is wielded by heavy class infantry. Its wide blast radius, great range, and large magazine provides the equivalent of mobile artillery on the battlefield. It is not very accurate, but with this amount of explosive power, it doesn't need to be.","Le Goliath GL-2, basé sur les plans du vieux Vanadium, est utilisé par l'infanterie de Mastodonte. Son large rayon d'explosion et son gros chargeur fournissent l'équivalent d'une artillerie mobile sur le champ de bataille. Il n'est pas très précis, mais avec une telle puissance explosive, ça a peu d'importance."
PX_GRENADELAUNCHER_RESEARCHDEF_NAME,Grenade Launcher Technology,Technologie de lance-grenades
PX_GRENADELAUNCHER_RESEARCHDEF_UNLOCK,"A heavy, long-range clearance weapon would be a useful advancement against the proliferation of small, agile Pandorans such as the Mindfragger.",Une arme lourde à longue portée serait bénéfique contre la prolifération des petits Pandoriens agiles comme le Corrupteur.
PX_HELCANNON_RESEARCHDEF_BENEFITS,Hel II Cannon is available for production,Le canon Hel II est disponible à la production
PX_HELCANNON_RESEARCHDEF_COMPLETE,"The Hel II Canon provides soldiers with a significant firepower boost. This weapon has the power to dispatch smaller enemies in a single shot and can destroy cover elements. Its impact force can also stun tougher creatures if it doesn't outright kill them. It is difficult to wield, so its accuracy is low. However, it is ideal against larger targets.","Le canon Hel II apporte aux soldats un coup de boost important sur le champ de bataille. Cette nouvelle arme peut éliminer les ennemis plus petits avec un seul tir tout en détruisant les éléments de couverture. La force de l'impact peut également étourdir les créatures plus coriaces si ça ne les tue pas directement. Il est difficile à manier, ce qui lui donne une faible précision. Mais contre les grosses cibles, il est idéal."
PX_HELCANNON_RESEARCHDEF_NAME,Heavy Cannon Development,Développement du canon lourd
PX_HELCANNON_RESEARCHDEF_UNLOCK,The arrival of huge and very tough Pandoran mutations requires us to reconsider our battlefield strategy. A heavy weapon with substantial power should be developed to support our heavy class soldiers.,L'arrivée de mutants pandoriens énormes et coriaces demande un réexamen de notre stratégie de combat. Une arme lourde avec une puissance considérable devrait être créée pour équiper nos soldats Mastodontes.
PX_IMPROVEDMEDKIT_RESEARCHDEF_BENEFITS,"All Medkits heal 50% more Hit Points and remove 50% Paralysis ",Tous les médikits restaurent 50 % des points de vie et retire 50 % de la paralysie.
PX_IMPROVEDMEDKIT_RESEARCHDEF_COMPLETE,"The new Medkit tech provides a 50% healing power increase compared to the old kits. All Medkits have been equipped with the new technology, greatly improving the survivability of our operatives on the battlefield.","La nouvelle technologie médikit offre 50 % d'amélioration des soins par rapport aux anciens kits. Tous les médikits sont maintenant équipés de la nouvelle technologie, ce qui augmente largement la survie de nos agents sur le champ de bataille."
PX_IMPROVEDMEDKIT_RESEARCHDEF_NAME,Improved Medkit Technology,Technologie médikit améliorée
PX_IMPROVEDMEDKIT_RESEARCHDEF_UNLOCK,"The various biological threats posed by Pandoran species, such as the Poisonworm, require a significant improvement in our battlefield medical technology.","Les diverses menaces biologiques que constituent les espèces pandoriennes, comme le Ver toxique, demandent une amélioration considérable de notre technologie médicale sur le champ de bataille."
PX_LIGHTSNIPERRIFLE_RESEARCHDEF_BENEFITS,Hawk-41K Light Sniper Rifle is available for production,Le fusil de précision léger Hawk-41K est disponible à la production
PX_LIGHTSNIPERRIFLE_RESEARCHDEF_COMPLETE,"The Hawk-41K Light Sniper Rifle givers our Snipers greater agility in response to multiple Pandoran threats. Whilst it is not as powerful as heavier sniper rifles, its quicker aiming makes up for it.",Le fusil de précision léger Hawk-41K donne à nos tireurs d'élite plus d'agilité pour répondre aux multiples menaces pandoriennes. Son manque de puissance comparé aux fusils de précision lourds est compensé par sa visée plus rapide.
PX_LIGHTSNIPERRIFLE_RESEARCHDEF_NAME,Light Sniper Rifle Technology,Technologie de fusil de précision léger
PX_LIGHTSNIPERRIFLE_RESEARCHDEF_UNLOCK,The appearance of another worm mutation - the Fireworm - has inspired our designers to consider developing a more agile sniper rifle that can deal quickly with small targets at range.,"L'apparition d'un nouveau ver mutant, le Ver de feu, a incité nos fabricants à réfléchir à un fusil de précision plus leste qui pourrait éliminer rapidement les petites cibles à distance."
PX_PSYCHICSHIELD_RESEARCHDEF_BENEFITS,Clarity Helmet Module is available for production,Le module de clarté pour casque est disponible à la production
PX_PSYCHICSHIELD_RESEARCHDEF_COMPLETE,"After a series of tests, a prototype Clarity Helmet Module has been created by our scientists. It lowers the effectiveness of psychic attacks during combat. Experiments have shown that the device provides significant resistance to Pandoran capabilities, but at this point, it is not foolproof. Caution is still recommended when facing creatures with mind powers.","Après une série de tests, un prototype du module de clarté pour casque a été conçu par nos experts. Celui-ci réduit l'influence des attaques psychiques en combat. Les expériences ont montré que le dispositif fournit une résistance considérable aux capacités pandoriennes, mais il n'est pas encore infaillible à ce stade. La prudence est toujours de mise face aux créatures dotées de pouvoirs psychiques."
PX_PSYCHICSHIELD_RESEARCHDEF_NAME,Psychic Shield,Bouclier psychique
PX_PSYCHICSHIELD_RESEARCHDEF_UNLOCK,The autopsy of an alien capable of psychic attacks has uncovered a possibility to counter psychic influences in combat. Further research is advised.,L'autopsie d'un extraterrestre capable d'attaques psychiques a révélé une possibilité de contrer les influences psychiques en combat. Il est conseillé de continuer la recherche.
PX_RIOTSHIELD_RESEARCHDEF_BENEFITS,Phoenix Combat Shield is available for production,Le bouclier de combat Phoenix est disponible à la production
PX_RIOTSHIELD_RESEARCHDEF_COMPLETE,"The combat shield is based on the latest carbon fiber fabrication techniques, providing a light, extremely tough shield. In situations where cover is sparse or weak, this shield will allow our soldiers to roam across the battlefield.","Ce bouclier de combat est basé sur les dernières techniques de fabrication en fibre de carbone, fournissant un bouclier léger, mais extrêmement résistant. Dans les situations où la couverture est rare ou mauvaise, ce bouclier offrira une meilleure protection à nos soldats sur le champ de bataille."
PX_RIOTSHIELD_RESEARCHDEF_NAME,Combat Shield Technology,Technologie de bouclier de combat
PX_RIOTSHIELD_RESEARCHDEF_UNLOCK,"The Triton is an cunning creature, which may be capable of wielding human weapons. In order to protect our soldiers against this potential threat, a powerful battle shield would be useful.","Le Triton est une créature rusée qui peut utiliser les armes humaines. Afin de protéger nos soldats contre cette menace potentielle, un bouclier de combat solide nous serait utile."
PX_SHOTGUN_RESEARCHDEF_BENEFITS,Mercy SG3 Shotgun is available for production,Le fusil à pompe Mercy SG3 est disponible à la production
PX_SHOTGUN_RESEARCHDEF_COMPLETE,The Mercy SG3 Shotgun adds devastating firepower to our assault class troopers. It is extremely effective at tackling close range targets and is a valuable complement to the standard assault rifle.,Le fusil à pompe Mercy SG3 ajoute une puissance de tir dévastatrice à nos unités d'assaut. Il est extrêmement efficace pour s'occuper des cibles à courte portée et il complète efficacement le fusil d'assaut normal.
PX_SHOTGUN_RESEARCHDEF_NAME,Shotgun Technology,Technologie de fusil à pompe
PX_SHOTGUN_RESEARCHDEF_UNLOCK,"The proliferation of Arthron creatures has exposed a weakness in our arsenal. A powerful, short-range combat shotgun might be an effective riposte.",La prolifération des créatures Arthrons a exposé un point faible dans notre arsenal. Un fusil à pompe puissant à courte portée pourrait être une riposte efficace.
PX_SLAMSTRIKESHOTGUN_RESEARCHDEF_BENEFITS,Slamstrike Shotgun is available for production,Le fusil à pompe Slamstrike est disponible à la production
PX_SLAMSTRIKESHOTGUN_RESEARCHDEF_COMPLETE,"The new Slamstrike shotgun design fires a heavy, high-velocity slug capable of dazing targets. Its agility and power make it a useful assault weapon against Sirens and other highly armored Pandorans.",Le nouveau type de fusil à pompe Slamstrike tire un projectile rapide lourd qui peut étourdir les cibles. Son agilité et sa puissance en font une arme d'assaut pratique contre les Sirènes et autres Pandoriens en armure.
PX_SLAMSTRIKESHOTGUN_RESEARCHDEF_NAME,Shotgun Advancement,Progrès du fusil à pompe
PX_SLAMSTRIKESHOTGUN_RESEARCHDEF_UNLOCK,"Sirens pose a unique threat - they are tough, agile, and deadly. A new type of light assault weapon with a devastating punch would be a useful development.","Les Sirènes constituent une menace unique : elles sont très coriaces, agiles et redoutables. Un nouveau type d'arme d'assaut légère avec un tir dévastateur serait utile."
